Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Negative_Control_1 Spectral Count	PYROXD1_D500N_1 Spectral Count	PYROXD1_N155S_1 Spectral Count	PYROXD1_Q372H_1 Spectral Count	PYROXD1_R132C_1 Spectral Count	PYROXD1_WT_1 Spectral Count	PYROXD1_Y354C_1 Spectral Count	PYROXD1_dE496_1 Spectral Count	Negative_Control_1 Unique Spectral Count	PYROXD1_D500N_1 Unique Spectral Count	PYROXD1_N155S_1 Unique Spectral Count	PYROXD1_Q372H_1 Unique Spectral Count	PYROXD1_R132C_1 Unique Spectral Count	PYROXD1_WT_1 Unique Spectral Count	PYROXD1_Y354C_1 Unique Spectral Count	PYROXD1_dE496_1 Unique Spectral Count	Negative_Control_1 Total Spectral Count	PYROXD1_D500N_1 Total Spectral Count	PYROXD1_N155S_1 Total Spectral Count	PYROXD1_Q372H_1 Total Spectral Count	PYROXD1_R132C_1 Total Spectral Count	PYROXD1_WT_1 Total Spectral Count	PYROXD1_Y354C_1 Total Spectral Count	PYROXD1_dE496_1 Total Spectral Count	Negative_Control_1 Intensity	PYROXD1_D500N_1 Intensity	PYROXD1_N155S_1 Intensity	PYROXD1_Q372H_1 Intensity	PYROXD1_R132C_1 Intensity	PYROXD1_WT_1 Intensity	PYROXD1_Y354C_1 Intensity	PYROXD1_dE496_1 Intensity	Negative_Control_1 MaxLFQ Intensity	PYROXD1_D500N_1 MaxLFQ Intensity	PYROXD1_N155S_1 MaxLFQ Intensity	PYROXD1_Q372H_1 MaxLFQ Intensity	PYROXD1_R132C_1 MaxLFQ Intensity	PYROXD1_WT_1 MaxLFQ Intensity	PYROXD1_Y354C_1 MaxLFQ Intensity	PYROXD1_dE496_1 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q02952|AKA12_HUMAN	Q02952	AKA12_HUMAN	AKAP12	1782	Homo sapiens	1:Experimental evidence at protein level	A-kinase anchor protein 12	1.0	0.999	16	56	56	56	14	0	0	1	1	12	15	13	14	0	0	1	1	12	15	13	14	0	0	1	1	12	15	13	320635.34	9079.673	26503.46	88108.71	69658.766	456338.84	258652.53	343995.72	65613.734	0.0	20470.738	32742.07	23572.297	59555.66	63490.285	66085.39	
sp|Q02978|M2OM_HUMAN	Q02978	M2OM_HUMAN	SLC25A11	314	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial 2-oxoglutarate/malate carrier protein	1.0	0.999	9	41	41	41	5	2	5	5	0	8	5	11	5	2	5	5	0	8	5	11	5	2	5	5	0	8	5	11	78197.664	54249.758	156273.47	188792.14	16754.709	282491.4	237199.03	336541.72	31146.484	19909.375	40533.418	48996.17	0.0	72599.5	62008.293	86300.76	
sp|Q03001|DYST_HUMAN	Q03001	DYST_HUMAN	DST	7570	Homo sapiens	1:Experimental evidence at protein level	Dystonin	0.988	0.9984	3	1	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	12777.909	0.0	0.0	0.0	0.0	11492.836	13945.635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q03135|CAV1_HUMAN	Q03135	CAV1_HUMAN	CAV1	178	Homo sapiens	1:Experimental evidence at protein level	Caveolin-1	1.0	0.999	7	22	21	22	12	0	0	2	1	1	5	1	11	0	0	2	1	1	5	1	12	0	0	2	1	1	5	1	315534.72	76434.75	17729.924	143562.75	89052.24	145944.4	180299.92	129107.57	63627.06	22252.223	9508.332	30340.941	23533.064	30514.398	37466.832	25116.27	
sp|Q03252|LMNB2_HUMAN	Q03252	LMNB2_HUMAN	LMNB2	620	Homo sapiens	1:Experimental evidence at protein level	Lamin-B2	1.0	0.999	15	28	28	43	0	6	7	0	8	6	1	0	0	6	7	0	8	6	1	0	0	9	11	1	11	9	2	0	55898.043	128732.75	157403.72	44988.09	191579.39	206501.47	35211.21	64398.535	15284.405	33058.773	41265.48	19662.793	45676.53	44662.7	19382.254	22274.762	
sp|Q03393|PTPS_HUMAN	Q03393	PTPS_HUMAN	PTS	145	Homo sapiens	1:Experimental evidence at protein level	6-pyruvoyl tetrahydrobiopterin synthase	1.0	0.999	9	66	66	66	9	10	3	8	10	9	6	11	9	10	3	8	10	9	6	11	9	10	3	8	10	9	6	11	473773.53	281068.88	147341.05	415897.78	370144.88	501348.12	311808.2	588116.25	89655.76	56094.066	34224.87	76312.75	69533.18	104880.38	64122.445	107696.54	
sp|Q04118|PRB3_HUMAN	Q04118	PRB3_HUMAN	PRB3	351	Homo sapiens	1:Experimental evidence at protein level	Basic salivary proline-rich protein 3	0.8529	0.9958	1	2	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	12786.838	0.0	9349.247	0.0	14575.812	11108.182	0.0	25894.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q04323|UBXN1_HUMAN	Q04323	UBXN1_HUMAN	UBXN1	297	Homo sapiens	1:Experimental evidence at protein level	UBX domain-containing protein 1	1.0	0.999	3	7	7	7	0	0	0	1	0	2	1	3	0	0	0	1	0	2	1	3	0	0	0	1	0	2	1	3	61475.324	36658.363	22286.021	51514.727	0.0	88559.94	85107.56	115529.28	27233.95	19466.469	13202.403	22624.814	0.0	39373.67	37530.516	51315.234	
sp|Q04637|IF4G1_HUMAN	Q04637	IF4G1_HUMAN	EIF4G1	1599	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 4 gamma 1	1.0	0.999	72	1031	870	1031	169	90	79	129	129	161	133	141	143	76	68	108	108	133	112	122	169	90	79	129	129	161	133	141	1.4204418E7	4405807.5	3494520.2	8883249.0	7497600.5	1.3024617E7	8898238.0	1.0784176E7	687508.4	224240.19	176662.66	429788.72	363626.4	640425.2	437362.62	531054.0	
sp|Q04695|K1C17_HUMAN	Q04695	K1C17_HUMAN	KRT17	432	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 17	1.0	0.999	44	165	0	593	21	3	30	23	60	3	20	5	0	0	0	0	0	0	0	0	69	50	94	98	132	28	77	45	823058.0	179387.27	1560540.2	1105839.9	2960247.2	251560.3	1051076.6	307360.38	164246.89	50173.586	269615.8	188267.56	274921.16	67012.98	179552.25	69440.61	sp|contam_Q04695|K1C17_HUMAN
sp|Q04721|NOTC2_HUMAN	Q04721	NOTC2_HUMAN	NOTCH2	2471	Homo sapiens	1:Experimental evidence at protein level	Neurogenic locus notch homolog protein 2	0.9789	0.9954	2	2	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	7775.3906	0.0	0.0	0.0	0.0	0.0	0.0	14993.737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q04724|TLE1_HUMAN	Q04724	TLE1_HUMAN	TLE1	770	Homo sapiens	1:Experimental evidence at protein level	Transducin-like enhancer protein 1	0.9924	0.999	3	2	0	7	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	2	53135.56	0.0	0.0	22499.654	24943.555	38250.12	26878.46	36246.676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q04727|TLE4_HUMAN
sp|Q04726|TLE3_HUMAN	Q04726	TLE3_HUMAN	TLE3	772	Homo sapiens	1:Experimental evidence at protein level	Transducin-like enhancer protein 3	1.0	0.999	6	15	10	15	2	0	0	1	0	5	3	4	2	0	0	0	0	3	3	2	2	0	0	1	0	5	3	4	74950.74	0.0	30562.926	50441.324	6578.9663	114253.09	95678.93	147346.8	26651.75	0.0	12075.558	14908.638	0.0	33252.715	28739.406	43284.004	
sp|Q04756|HGFA_HUMAN	Q04756	HGFA_HUMAN	HGFAC	655	Homo sapiens	1:Experimental evidence at protein level	Hepatocyte growth factor activator serine protease	0.9561	0.9989	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	7267.826	0.0	0.0	6065.928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q04760|LGUL_HUMAN	Q04760	LGUL_HUMAN	GLO1	184	Homo sapiens	1:Experimental evidence at protein level	Lactoylglutathione lyase	1.0	0.999	12	62	62	62	4	2	7	4	1	9	7	28	4	2	7	4	1	9	7	28	4	2	7	4	1	9	7	28	214618.52	55708.77	193010.48	210257.4	50542.902	528226.25	251625.28	1425305.2	44855.227	17757.295	46148.96	44394.793	15510.368	97594.19	55452.06	248542.14	
sp|Q04837|SSBP_HUMAN	Q04837	SSBP_HUMAN	SSBP1	148	Homo sapiens	1:Experimental evidence at protein level	Single-stranded DNA-binding protein, mitochondrial	1.0	0.999	8	91	91	91	11	11	8	12	8	13	13	15	11	11	8	12	8	13	13	15	11	11	8	12	8	13	13	15	842845.25	340495.03	426391.0	713419.4	339682.12	1080877.9	946810.5	1066201.8	219359.83	90633.16	121732.97	183451.89	88857.01	284787.75	241825.05	295270.5	
sp|Q04917|1433F_HUMAN	Q04917	1433F_HUMAN	YWHAH	246	Homo sapiens	1:Experimental evidence at protein level	14-3-3 protein eta	1.0	0.999	15	62	62	137	10	2	4	5	3	16	9	13	10	2	4	5	3	16	9	13	22	9	12	15	9	27	19	24	464556.38	94361.15	193569.2	287861.12	131391.7	542066.44	432937.9	587519.0	98026.14	29038.969	43094.926	62498.33	34440.9	112128.97	97876.68	122948.52	
sp|Q04941|PLP2_HUMAN	Q04941	PLP2_HUMAN	PLP2	152	Homo sapiens	1:Experimental evidence at protein level	Proteolipid protein 2	0.9999	0.999	2	15	15	15	3	0	3	4	0	2	2	1	3	0	3	4	0	2	2	1	3	0	3	4	0	2	2	1	80171.25	33781.13	78707.484	86175.97	29082.816	92206.3	134172.2	82436.44	47017.457	19374.37	46197.93	49971.605	17033.895	54016.66	77916.36	48081.97	
sp|Q05086|UBE3A_HUMAN	Q05086	UBE3A_HUMAN	UBE3A	875	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin-protein ligase E3A	1.0	0.999	6	8	8	8	1	0	0	0	0	1	1	5	1	0	0	0	0	1	1	5	1	0	0	0	0	1	1	5	27518.332	6756.792	0.0	8671.306	0.0	54117.914	47279.953	99046.61	12449.88	0.0	0.0	0.0	0.0	21504.652	17375.246	23296.332	
sp|Q05519|SRS11_HUMAN	Q05519	SRS11_HUMAN	SRSF11	484	Homo sapiens	1:Experimental evidence at protein level	Serine/arginine-rich splicing factor 11	0.9999	0.999	2	20	20	20	2	2	1	4	0	4	5	2	2	2	1	4	0	4	5	2	2	2	1	4	0	4	5	2	51874.5	17729.668	33305.07	27347.336	10677.872	57156.562	41474.594	57172.75	31652.57	11212.686	21577.95	17421.354	0.0	36353.977	23724.652	36263.26	
sp|Q05639|EF1A2_HUMAN	Q05639	EF1A2_HUMAN	EEF1A2	463	Homo sapiens	1:Experimental evidence at protein level	Elongation factor 1-alpha 2	1.0	0.999	17	57	57	299	8	5	7	9	4	6	14	4	8	5	7	9	4	6	14	4	44	24	31	41	23	41	51	44	468219.66	205284.05	351566.1	392505.84	175790.34	262067.1	616321.3	197809.45	115171.72	50842.32	94998.8	96198.445	45528.586	70692.35	152306.1	58998.21	
sp|Q05682|CALD1_HUMAN	Q05682	CALD1_HUMAN	CALD1	793	Homo sapiens	1:Experimental evidence at protein level	Caldesmon	1.0	0.999	4	18	18	18	4	0	2	2	0	4	4	2	4	0	2	2	0	4	4	2	4	0	2	2	0	4	4	2	66338.72	20982.098	13176.55	49580.91	0.0	99390.95	101254.06	112568.6	22466.566	8431.226	0.0	19276.033	0.0	33236.37	33573.453	36715.418	
sp|Q05BV3|EMAL5_HUMAN	Q05BV3	EMAL5_HUMAN	EML5	1969	Homo sapiens	1:Experimental evidence at protein level	Echinoderm microtubule-associated protein-like 5	0.8369	0.9952	1	8	0	8	1	1	2	0	2	1	0	1	0	0	0	0	0	0	0	0	1	1	2	0	2	1	0	1	585856.2	245855.38	202127.22	0.0	375506.5	598818.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q6ZMW3|EMAL6_HUMAN
sp|Q06124|PTN11_HUMAN	Q06124	PTN11_HUMAN	PTPN11	593	Homo sapiens	1:Experimental evidence at protein level	Tyrosine-protein phosphatase non-receptor type 11	1.0	0.999	9	36	36	36	7	0	0	7	0	6	4	12	7	0	0	7	0	6	4	12	7	0	0	7	0	6	4	12	265990.78	108832.445	125510.43	203081.48	88376.86	290247.66	214304.11	318492.8	121653.43	52173.8	63859.9	102196.84	70189.58	133148.61	114991.26	152258.83	
sp|Q06203|PUR1_HUMAN	Q06203	PUR1_HUMAN	PPAT	517	Homo sapiens	1:Experimental evidence at protein level	Amidophosphoribosyltransferase	1.0	0.999	12	40	40	40	6	0	2	5	0	8	8	11	6	0	2	5	0	8	8	11	6	0	2	5	0	8	8	11	350963.9	17674.86	59818.617	225769.75	59732.684	353079.22	364236.34	536668.06	94897.74	23871.078	48210.48	68936.49	27660.826	110612.516	102445.85	136080.88	
sp|Q06210|GFPT1_HUMAN	Q06210	GFPT1_HUMAN	GFPT1	699	Homo sapiens	1:Experimental evidence at protein level	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1	1.0	0.999	13	28	24	28	10	0	1	1	0	3	5	8	8	0	1	1	0	3	4	7	10	0	1	1	0	3	5	8	420676.88	1761527.2	145564.23	151384.02	64989.48	2321886.5	326051.28	360058.34	274512.78	95468.1	113979.1	188166.62	0.0	221257.52	287316.5	300634.0	
sp|Q06265|EXOS9_HUMAN	Q06265	EXOS9_HUMAN	EXOSC9	439	Homo sapiens	1:Experimental evidence at protein level	Exosome complex component RRP45	1.0	0.999	6	20	20	20	2	0	1	1	1	8	1	6	2	0	1	1	1	8	1	6	2	0	1	1	1	8	1	6	103878.51	49270.242	24116.582	105912.8	52421.883	236404.52	75418.34	167286.67	33526.562	16583.607	13722.207	25786.33	20235.863	57022.844	26289.924	40617.11	
sp|Q06323|PSME1_HUMAN	Q06323	PSME1_HUMAN	PSME1	249	Homo sapiens	1:Experimental evidence at protein level	Proteasome activator complex subunit 1	1.0	0.999	9	44	44	44	11	2	3	6	0	3	11	8	11	2	3	6	0	3	11	8	11	2	3	6	0	3	11	8	287404.53	59986.58	104631.56	233326.31	104696.34	202812.08	331902.0	293966.6	56164.168	23306.414	30875.59	42473.344	0.0	39691.816	74228.164	66825.36	
sp|Q06481|APLP2_HUMAN	Q06481	APLP2_HUMAN	APLP2	763	Homo sapiens	1:Experimental evidence at protein level	Amyloid beta precursor like protein 2	0.9999	0.999	3	11	11	11	1	1	0	2	3	1	0	3	1	1	0	2	3	1	0	3	1	1	0	2	3	1	0	3	46079.957	24845.69	0.0	26554.482	31682.61	66072.6	16054.139	65233.523	35078.625	0.0	0.0	0.0	19607.434	44955.387	0.0	46679.613	
sp|Q06587|RING1_HUMAN	Q06587	RING1_HUMAN	RING1	406	Homo sapiens	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase RING1	0.9607	0.999	1	9	0	9	1	0	1	1	2	2	1	1	0	0	0	0	0	0	0	0	1	0	1	1	2	2	1	1	21260.717	0.0	11922.927	9056.992	10463.659	27957.82	14388.154	19000.611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q99496|RING2_HUMAN
sp|Q06609|RAD51_HUMAN	Q06609	RAD51_HUMAN	RAD51	339	Homo sapiens	1:Experimental evidence at protein level	DNA repair protein RAD51 homolog 1	0.9808	0.9963	2	2	2	2	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	56019.69	13226.257	17659.756	20165.043	20713.828	74003.586	36775.586	55631.43	35960.637	0.0	0.0	0.0	0.0	53962.39	23557.922	40360.074	
sp|Q06787|FMR1_HUMAN	Q06787	FMR1_HUMAN	FMR1	632	Homo sapiens	1:Experimental evidence at protein level	Fragile X messenger ribonucleoprotein 1	1.0	0.999	4	4	4	7	2	0	0	1	0	0	1	0	2	0	0	1	0	0	1	0	2	0	1	1	1	0	2	0	15137.263	0.0	8518.701	29635.014	15015.653	29104.297	30047.71	11805.987	0.0	0.0	0.0	17400.395	0.0	15460.183	17642.81	0.0	
sp|Q06830|PRDX1_HUMAN	Q06830	PRDX1_HUMAN	PRDX1	199	Homo sapiens	1:Experimental evidence at protein level	Peroxiredoxin-1	1.0	0.999	20	415	341	415	66	33	42	51	39	56	60	68	54	25	36	43	31	46	48	58	66	33	42	51	39	56	60	68	9519327.0	2810002.8	3997738.2	6430855.0	3709005.2	1.0881018E7	8439279.0	1.457411E7	1105613.2	334769.3	492506.1	747490.3	436785.34	1266626.5	977747.7	1699175.1	
sp|Q07020|RL18_HUMAN	Q07020	RL18_HUMAN	RPL18	188	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein eL18	1.0	0.999	9	166	166	166	23	20	16	18	22	20	22	25	23	20	16	18	22	20	22	25	23	20	16	18	22	20	22	25	4201125.5	1776906.5	1445624.0	2492708.2	2456814.2	3284226.0	2614903.8	3726305.8	1100277.2	438468.9	365436.84	612752.6	582605.2	848264.7	644785.0	953551.3	
sp|Q07021|C1QBP_HUMAN	Q07021	C1QBP_HUMAN	C1QBP	282	Homo sapiens	1:Experimental evidence at protein level	Complement component 1 Q subcomponent-binding protein, mitochondrial	1.0	0.999	7	161	161	161	27	13	19	22	14	20	25	21	27	13	19	22	14	20	25	21	27	13	19	22	14	20	25	21	1991774.9	683113.5	1029740.9	1614355.0	623902.5	2344814.0	2206033.0	2353331.8	676511.5	238221.62	358017.75	506965.75	219668.12	788290.0	700844.94	763931.6	
sp|Q07065|CKAP4_HUMAN	Q07065	CKAP4_HUMAN	CKAP4	602	Homo sapiens	1:Experimental evidence at protein level	Cytoskeleton-associated protein 4	1.0	0.999	28	201	197	201	31	13	20	22	16	28	36	35	30	13	20	21	16	28	35	34	31	13	20	22	16	28	36	35	1502319.2	343120.44	691387.0	1022622.5	752560.4	1280607.9	1302646.8	1348492.5	160419.55	58756.695	84257.6	110722.89	72438.984	143633.1	146754.22	145842.77	
sp|Q07666|KHDR1_HUMAN	Q07666	KHDR1_HUMAN	KHDRBS1	443	Homo sapiens	1:Experimental evidence at protein level	KH domain-containing, RNA-binding, signal transduction-associated protein 1	1.0	0.999	10	95	56	95	13	9	10	9	8	18	14	14	6	5	5	5	6	12	8	9	13	9	10	9	8	18	14	14	728002.7	275961.4	404776.88	637094.44	429898.6	1050180.1	751577.06	735624.1	160244.34	76594.16	101967.83	125916.76	76146.664	233723.03	168840.03	169581.2	
sp|Q07812|BAX_HUMAN	Q07812	BAX_HUMAN	BAX	192	Homo sapiens	1:Experimental evidence at protein level	Apoptosis regulator BAX	1.0	0.999	3	4	4	4	1	1	0	0	0	0	2	0	1	1	0	0	0	0	2	0	1	1	0	0	0	0	2	0	30339.133	15165.101	0.0	0.0	0.0	8098.6553	54808.84	12991.406	18960.852	0.0	0.0	0.0	0.0	0.0	19267.07	0.0	
sp|Q07866|KLC1_HUMAN	Q07866	KLC1_HUMAN	KLC1	573	Homo sapiens	1:Experimental evidence at protein level	Kinesin light chain 1	1.0	0.999	23	67	45	67	14	1	1	3	0	14	17	17	10	1	1	3	0	9	10	11	14	1	1	3	0	14	17	17	474721.34	20915.42	108517.836	226060.14	24525.715	480904.66	451166.72	556602.94	40410.68	9841.274	14877.79	21088.984	10550.296	36653.066	37201.406	41797.973	
sp|Q07955|SRSF1_HUMAN	Q07955	SRSF1_HUMAN	SRSF1	248	Homo sapiens	1:Experimental evidence at protein level	Serine/arginine-rich splicing factor 1	1.0	0.999	11	91	80	91	12	10	12	6	23	17	5	6	10	9	11	6	21	13	5	5	12	10	12	6	23	17	5	6	720247.1	509669.38	533942.56	451228.38	945645.25	841190.0	383775.7	502425.16	132249.95	98400.48	90740.26	86464.83	168804.73	152734.06	75484.31	99342.63	
sp|Q08170|SRSF4_HUMAN	Q08170	SRSF4_HUMAN	SRSF4	494	Homo sapiens	1:Experimental evidence at protein level	Serine/arginine-rich splicing factor 4	1.0	0.999	8	6	6	51	2	0	0	0	3	1	0	0	2	0	0	0	3	1	0	0	6	6	4	5	13	10	3	4	22585.145	9123.942	7355.0137	8096.3286	50456.57	28707.672	13383.307	23270.586	16094.878	0.0	0.0	0.0	20531.033	20317.787	6556.4233	12424.819	
sp|Q08188|TGM3_HUMAN	Q08188	TGM3_HUMAN	TGM3	693	Homo sapiens	1:Experimental evidence at protein level	Protein-glutamine gamma-glutamyltransferase E	1.0	0.999	39	283	283	283	16	28	38	47	75	15	40	24	16	28	38	47	75	15	40	24	16	28	38	47	75	15	40	24	967565.7	1339027.0	1629395.9	2141322.2	4142970.2	908898.2	1718762.6	1151964.5	117340.664	134144.39	175808.11	218604.16	433696.34	117366.91	176516.14	143916.69	
sp|Q08209|PP2BA_HUMAN	Q08209	PP2BA_HUMAN	PPP3CA	521	Homo sapiens	1:Experimental evidence at protein level	Protein phosphatase 3 catalytic subunit alpha	0.9738	0.9972	2	2	1	2	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	470004.06	425903.34	1120645.2	384517.0	686847.7	959987.75	563514.8	670043.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q08211|DHX9_HUMAN	Q08211	DHX9_HUMAN	DHX9	1270	Homo sapiens	1:Experimental evidence at protein level	ATP-dependent RNA helicase A	1.0	0.999	52	603	603	603	77	71	78	66	84	87	69	71	77	71	78	66	84	87	69	71	77	71	78	66	84	87	69	71	3833298.5	4152515.8	3588574.0	3889243.0	3541046.0	4531491.0	2522584.0	4493129.5	614734.75	386446.7	548913.06	401314.4	560341.9	773812.6	432282.12	589885.5	
sp|Q08257|QOR_HUMAN	Q08257	QOR_HUMAN	CRYZ	329	Homo sapiens	1:Experimental evidence at protein level	Zeta-crystallin	1.0	0.999	4	14	14	14	2	0	0	1	0	2	5	4	2	0	0	1	0	2	5	4	2	0	0	1	0	2	5	4	76111.18	11781.275	8822.969	93593.09	5529.4185	90334.28	110590.695	130599.38	25516.662	0.0	0.0	31307.652	0.0	35298.543	37629.625	45803.168	
sp|Q08378|GOGA3_HUMAN	Q08378	GOGA3_HUMAN	GOLGA3	1498	Homo sapiens	1:Experimental evidence at protein level	Golgin subfamily A member 3	1.0	0.999	41	180	180	180	51	16	1	26	29	15	29	13	51	16	1	26	29	15	29	13	51	16	1	26	29	15	29	13	1747239.8	1152604.0	399124.44	944797.6	932225.8	2074067.4	1791327.0	1378855.6	657000.56	250421.78	123812.96	346798.47	388836.1	365001.1	409909.12	307990.97	
sp|Q08379|GOGA2_HUMAN	Q08379	GOGA2_HUMAN	GOLGA2	1002	Homo sapiens	1:Experimental evidence at protein level	Golgin subfamily A member 2	1.0	0.999	3	3	3	3	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	2	16735.447	0.0	0.0	0.0	0.0	12069.239	19015.74	8022.8984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q08380|LG3BP_HUMAN	Q08380	LG3BP_HUMAN	LGALS3BP	585	Homo sapiens	1:Experimental evidence at protein level	Galectin-3-binding protein	1.0	0.999	15	133	133	133	19	10	10	17	16	17	23	21	19	10	10	17	16	17	23	21	19	10	10	17	16	17	23	21	934483.7	267660.2	275385.38	540867.5	378007.4	754422.1	746173.2	829099.7	101394.734	35957.766	40273.754	65929.18	46743.4	81298.85	83891.0	90276.34	
sp|Q08554|DSC1_HUMAN	Q08554	DSC1_HUMAN	DSC1	894	Homo sapiens	1:Experimental evidence at protein level	Desmocollin-1	1.0	0.999	20	204	204	204	15	19	32	31	39	16	29	23	15	19	32	31	39	16	29	23	15	19	32	31	39	16	29	23	696830.0	853366.8	1106526.0	1638194.4	2060195.2	850522.44	1531692.0	1000839.56	87669.76	105085.23	137315.16	203551.47	258695.66	110580.81	185998.47	132959.98	
sp|Q08722|CD47_HUMAN	Q08722	CD47_HUMAN	CD47	323	Homo sapiens	1:Experimental evidence at protein level	Leukocyte surface antigen CD47	0.8691	0.9963	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	664820.0	218972.05	498262.8	663961.75	92586.2	792365.44	932705.0	1005849.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q08752|PPID_HUMAN	Q08752	PPID_HUMAN	PPID	370	Homo sapiens	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase D	0.9999	0.9967	3	3	3	3	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	328044.8	402567.56	357399.72	393296.44	410788.75	438113.5	338718.2	369850.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q08945|SSRP1_HUMAN	Q08945	SSRP1_HUMAN	SSRP1	709	Homo sapiens	1:Experimental evidence at protein level	FACT complex subunit SSRP1	1.0	0.999	27	208	208	208	29	19	31	21	16	30	27	35	29	19	31	21	16	30	27	35	29	19	31	21	16	30	27	35	1305039.9	556036.4	1506611.0	759127.3	590120.2	1411213.4	1072381.6	1391652.2	116823.27	54551.19	132167.36	67465.59	52497.07	124699.44	91478.73	120387.44	
sp|Q08J23|NSUN2_HUMAN	Q08J23	NSUN2_HUMAN	NSUN2	767	Homo sapiens	1:Experimental evidence at protein level	RNA cytosine C(5)-methyltransferase NSUN2	1.0	0.999	30	152	152	152	30	2	18	15	7	23	25	32	30	2	18	15	7	23	25	32	30	2	18	15	7	23	25	32	1303004.6	207359.95	558689.25	1612020.8	207121.94	1121387.5	1321087.9	2359611.8	224153.38	53593.89	110942.195	126179.42	59141.207	219094.05	187293.89	263620.56	
sp|Q09028|RBBP4_HUMAN	Q09028	RBBP4_HUMAN	RBBP4	425	Homo sapiens	1:Experimental evidence at protein level	Histone-binding protein RBBP4	1.0	0.999	19	80	80	174	14	6	5	9	4	18	10	14	14	6	5	9	4	18	10	14	28	15	13	21	12	32	27	26	805777.9	234452.31	234625.08	393133.88	228065.55	1156136.5	531712.7	981076.1	209952.03	84423.16	91087.4	131120.55	94564.4	306388.56	167448.9	272629.8	
sp|Q09161|NCBP1_HUMAN	Q09161	NCBP1_HUMAN	NCBP1	790	Homo sapiens	1:Experimental evidence at protein level	Nuclear cap-binding protein subunit 1	1.0	0.999	15	48	48	48	11	1	1	5	4	12	5	9	11	1	1	5	4	12	5	9	11	1	1	5	4	12	5	9	1.4860185E7	1.3539726E7	1.4110596E7	1.4505109E7	1.4936801E7	339090.84	1.3273891E7	1.2827264E7	9476788.0	4513663.5	4723272.5	6698523.5	6060025.5	9947235.0	6754547.5	8573435.0	
sp|Q09666|AHNK_HUMAN	Q09666	AHNK_HUMAN	AHNAK	5890	Homo sapiens	1:Experimental evidence at protein level	Neuroblast differentiation-associated protein AHNAK	1.0	0.999	11	25	25	25	0	0	6	2	12	1	1	3	0	0	6	2	12	1	1	3	0	0	6	2	12	1	1	3	226031.66	26294.549	2973004.8	101719.46	306361.44	220935.14	95054.25	258569.33	90001.18	67405.11	130792.04	117202.82	128153.28	150108.8	85938.88	146817.48	
sp|Q0VDF9|HSP7E_HUMAN	Q0VDF9	HSP7E_HUMAN	HSPA14	509	Homo sapiens	1:Experimental evidence at protein level	Heat shock 70 kDa protein 14	1.0	0.999	5	13	13	13	2	0	0	0	0	3	3	5	2	0	0	0	0	3	3	5	2	0	0	0	0	3	3	5	55388.797	0.0	10344.082	34132.406	0.0	58665.76	161841.84	96463.1	36127.773	0.0	0.0	27061.746	0.0	40476.383	36696.066	60369.484	
